DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
10-03-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,70,10,12,18,40
10-03-18,13,Kunar,1306,Shigal Wa Sheltan,13,Kunar,1301,Asadabad,23,4,4,4,15
10-03-18,13,Kunar,1302,Watapur,13,Kunar,1301,Asadabad,29,5,5,5,19
10-03-18,25,Paktika,2511,Naka,25,Paktika,2501,Sharan,210,30,28,30,152
10-03-18,31,Farah,3102,Bakwa,31,Farah,3101,Farah,4,1,,,
11-03-18,31,Farah,3109,Gulestan,31,Farah,3101,Farah,10,2,,,
11-03-18,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,21,4,,,
11-03-18,30,Hirat,3003,Kushk,29,Badghis,2901,Qala-e-Naw,6,1,,,
12-03-18,11,Ghazni,1105,Andar,11,Ghazni,1101,Ghazni,105,15,15,15,75
12-03-18,25,Paktika,2510,Urgun,25,Paktika,2501,Sharan,301,43,40,43,218
12-03-18,31,Farah,3110,Purchaman,31,Farah,3101,Farah,4,1,,,
12-03-18,13,Kunar,1308,Chawkay,13,Kunar,1308,Chawkay,29,8,6,9,39
12-03-18,25,Paktika,2510,Urgun,25,Paktika,2510,Urgun,357,51,45,50,262
12-03-18,12,Paktya,1208,Alikhel (Jaji),12,Paktya,1201,Gardez,49,7,7,7,35
12-03-18,25,Paktika,2516,Gyan,26,Khost,2601,Khost (Matun),21,3,3,3,15
12-03-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,11,2,,,
12-03-18,29,Badghis,2907,Ghormach,29,Badghis,2901,Qala-e-Naw,6,1,,,
12-03-18,22,Daykundi,2205,Gizab / Patoo,30,Hirat,3001,Hirat,21,3,,,
13-03-18,28,Faryab,2806,Qaysar,30,Hirat,3001,Hirat,18,2,,,
13-03-18,32,Hilmand,3201,Lashkargah,30,Hirat,3001,Hirat,14,2,,,
13-03-18,31,Farah,3101,Farah,31,Farah,3101,Farah,166,25,,,
13-03-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,350,50,,,
13-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,207,32,,,
13-03-18,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,98,14,,,
13-03-18,21,Ghor,2107,Pasaband,30,Hirat,3001,Hirat,18,2,,,
13-03-18,20,Sar-e-Pul,2007,Sancharak,20,Sar-e-Pul,2001,Sar-e-Pul,315,45,,,
13-03-18,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,13,2,,,
13-03-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,30,5,,,
13-03-18,11,Ghazni,1104,Waghaz,11,Ghazni,1101,Ghazni,35,5,5,5,25
13-03-18,9,Baghlan,903,Dahana-e-Ghori,26,Khost,2601,Khost (Matun),14,2,2,2,10
13-03-18,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,35,5,,,
14-03-18,12,Paktya,1211,Dand Wa Patan,12,Paktya,1201,Gardez,35,5,5,5,25
14-03-18,11,Ghazni,1110,Qarabagh,11,Ghazni,1101,Ghazni,70,10,10,10,50
14-03-18,23,Uruzgan,2305,Khasuruzgan,11,Ghazni,1101,Ghazni,42,6,6,6,30
14-03-18,9,Baghlan,904,Doshi,8,Panjsher,803,Rukha,21,3,,,
14-03-18,18,Balkh,1812,Charbulak,18,Balkh,1802,Nahr-e-Shahi,28,4,,,
14-03-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,18,3,,,
14-03-18,6,Nangarhar,621,Nazyan,1,Kabul,101,Kabul,77,11,13,30,34
15-03-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,18,3,,,
15-03-18,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,42,6,,,
15-03-18,31,Farah,3101,Farah,31,Farah,3101,Farah,228,40,,,
15-03-18,31,Farah,3102,Bakwa,31,Farah,3101,Farah,18,3,,,
15-03-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,42,7,,,
15-03-18,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,95,15,,,
15-03-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,22,4,,,
15-03-18,29,Badghis,2904,Qadis,29,Badghis,2904,Qadis,995,179,,,
16-03-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,66,11,,,
16-03-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,18,3,,,
16-03-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,24,4,,,
16-03-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,24,4,,,
16-03-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,30,5,,,
16-03-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,18,3,,,
17-03-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,256,44,,,
17-03-18,21,Ghor,2106,Taywarah,21,Ghor,2101,Chaghcharan,15,3,,,
18-03-18,31,Farah,3101,Farah,31,Farah,3101,Farah,215,35,,,
18-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,2149,307,,,
18-03-18,12,Paktya,1207,Lija Ahmad Khel / Laja Mangel,1,Kabul,101,Kabul,28,4,5,10,13
18-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,2205,315,,,
18-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,1911,273,,,
18-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,2310,330,,,
18-03-18,4,Wardak,407,Saydabad,11,Ghazni,1101,Ghazni,42,6,6,6,30
18-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,735,105,,,
19-03-18,13,Kunar,1310,Dangam,13,Kunar,1310,Dangam,2142,306,478,578,1052
19-03-18,13,Kunar,1310,Dangam,13,Kunar,1306,Shigal Wa Sheltan,21,3,4,6,11
19-03-18,29,Badghis,2905,Jawand,21,Ghor,2101,Chaghcharan,35,5,,,
19-03-18,13,Kunar,1310,Dangam,13,Kunar,1310,Dangam,294,42,47,67,180
19-03-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,38,6,,,
19-03-18,13,Kunar,1310,Dangam,13,Kunar,1311,Barkunar,364,52,37,57,270
19-03-18,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,26,4,,,
20-03-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,252,42,,,
20-03-18,31,Farah,3111,Anardara,31,Farah,3101,Farah,22,3,,,
20-03-18,31,Farah,3102,Bakwa,31,Farah,3101,Farah,22,3,,,
20-03-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,35,5,,,
20-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,100,16,,,
20-03-18,31,Farah,3101,Farah,31,Farah,3101,Farah,211,35,,,
20-03-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,258,47,,,
20-03-18,2,Kapisa,205,Tagab,1,Kabul,101,Kabul,49,7,10,19,20
20-03-18,31,Farah,3110,Purchaman,31,Farah,3101,Farah,10,1,,,
20-03-18,20,Sar-e-Pul,2001,Sar-e-Pul,18,Balkh,1802,Nahr-e-Shahi,224,32,,,
21-03-18,11,Ghazni,1106,Dehyak,34,Nimroz,3401,Zaranj,11,1,2,3,6
21-03-18,21,Ghor,2106,Taywarah,34,Nimroz,3401,Zaranj,3,1,1,1,1
21-03-18,31,Farah,3104,Khak-e-Safed,34,Nimroz,3401,Zaranj,7,2,1,2,4
21-03-18,6,Nangarhar,613,Dehbala,6,Nangarhar,605,Chaparhar,34,5,5,6,24
21-03-18,34,Nimroz,3405,Khashrod / Dularam,34,Nimroz,3401,Zaranj,11,1,3,3,5
21-03-18,29,Badghis,2904,Qadis,34,Nimroz,3401,Zaranj,20,3,3,3,14
21-03-18,21,Ghor,2109,Tolak,34,Nimroz,3401,Zaranj,8,1,1,1,6
21-03-18,21,Ghor,2107,Pasaband,21,Ghor,2101,Chaghcharan,15,2,,,
21-03-18,31,Farah,3109,Gulestan,34,Nimroz,3401,Zaranj,9,1,1,1,7
21-03-18,31,Farah,3111,Anardara,34,Nimroz,3401,Zaranj,27,6,4,7,16
21-03-18,29,Badghis,2902,Muqur,30,Hirat,3001,Hirat,6,1,,,
21-03-18,31,Farah,3103,Balabuluk,34,Nimroz,3401,Zaranj,10,1,1,1,8
22-03-18,31,Farah,3109,Gulestan,31,Farah,3101,Farah,5,1,,,
22-03-18,9,Baghlan,902,Baghlan-e-Jadid,18,Balkh,1802,Nahr-e-Shahi,42,6,,,
22-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,91,15,,,
22-03-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,7,1,1,2,4
23-03-18,17,Kunduz,1702,Emamsaheb,18,Balkh,1802,Nahr-e-Shahi,21,3,,,
23-03-18,6,Nangarhar,604,Khogyani,6,Nangarhar,601,Jalalabad,49,7,0,0,0
23-03-18,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,18,3,,,
24-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,13,2,3,4,8
24-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,28,4,6,5,17
24-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,15,2,3,6,6
24-03-18,13,Kunar,1312,Ghaziabad,6,Nangarhar,602,Behsud,49,7,13,12,24
24-03-18,13,Kunar,1307,Dara-e-Pech,13,Kunar,1307,Dara-e-Pech,10,1,2,1,7
25-03-18,15,Badakhshan,1521,Jorm,15,Badakhshan,1521,Jorm,2814,402,,,
25-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,7,1,1,1,5
25-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,49,7,11,13,25
25-03-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,138,25,,,
25-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,7,1,1,1,5
26-03-18,13,Kunar,1310,Dangam,6,Nangarhar,608,Kuzkunar,21,3,3,6,12
26-03-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,7,1,1,1,5
26-03-18,13,Kunar,1310,Dangam,6,Nangarhar,602,Behsud,70,10,13,17,40
26-03-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,210,30,44,69,97
27-03-18,27,Jawzjan,2708,Mardyan,18,Balkh,1802,Nahr-e-Shahi,294,42,,,
28-03-18,28,Faryab,2804,Shirintagab,18,Balkh,1802,Nahr-e-Shahi,469,67,,,
28-03-18,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,14,2,,,
28-03-18,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,28,4,,,
28-03-18,2,Kapisa,202,Nejrab,1,Kabul,101,Kabul,35,5,8,12,15
28-03-18,31,Farah,3101,Farah,31,Farah,3101,Farah,234,35,,,
29-03-18,19,Samangan,1901,Aybak,18,Balkh,1802,Nahr-e-Shahi,21,3,,,
29-03-18,27,Jawzjan,2711,Darzab,27,Jawzjan,2701,Shiberghan,294,42,,,
29-03-18,28,Faryab,2809,Bilcheragh,27,Jawzjan,2701,Shiberghan,98,14,,,
30-03-18,12,Paktya,1211,Dand Wa Patan,30,Hirat,3001,Hirat,7,3,,,
30-03-18,14,Nuristan,1402,Mandol,14,Nuristan,1401,Poruns,24,4,3,4,17
30-03-18,12,Paktya,1209,Janikhel,1,Kabul,101,Kabul,35,5,5,10,20
30-03-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,162,26,,,
30-03-18,32,Hilmand,3202,Nahr-e-Saraj,32,Hilmand,3202,Nahr-e-Saraj,2422,354,388,430,1604
30-03-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,6,1,,,
31-03-18,31,Farah,3103,Balabuluk,30,Hirat,3001,Hirat,12,2,,,
31-03-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,224,32,36,65,123
31-03-18,22,Daykundi,2204,Kiti,22,Daykundi,2201,Nili,213,41,,,
01-04-18,21,Ghor,2103,DoLayna,30,Hirat,3001,Hirat,16,3,,,
01-04-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,14,2,2,5,7
01-04-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,49,7,8,12,29
01-04-18,23,Uruzgan,2305,Khasuruzgan,23,Uruzgan,2301,Tirinkot,1176,116,,,
01-04-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,60,11,,,
01-04-18,13,Kunar,1302,Watapur,13,Kunar,1301,Asadabad,9,2,2,1,6
01-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,56,8,8,8,40
02-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,603,Surkhrod,21,3,3,3,15
02-04-18,31,Farah,3101,Farah,31,Farah,3101,Farah,302,48,,,
02-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,7,1,2,3,2
02-04-18,31,Farah,3109,Gulestan,31,Farah,3101,Farah,12,2,,,
02-04-18,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,259,37,,,
02-04-18,13,Kunar,1310,Dangam,6,Nangarhar,602,Behsud,14,2,2,2,10
02-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,604,Khogyani,28,4,4,4,20
02-04-18,31,Farah,3102,Bakwa,31,Farah,3101,Farah,34,4,,,
02-04-18,26,Khost,2602,Sabari,26,Khost,2601,Khost (Matun),77,11,11,11,55
02-04-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,12,20,38
02-04-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,245,35,,,
03-04-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,215,38,,,
03-04-18,5,Logar,507,Azra,1,Kabul,101,Kabul,14,2,3,6,5
03-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,126,18,18,18,90
03-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,35,5,5,5,25
04-04-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,144,27,,,
04-04-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,17,2,,,
04-04-18,32,Hilmand,3203,Nad-e-Ali / Marja,10,Bamyan,1001,Bamyan,9,2,3,3,3
04-04-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,165,30,,,
05-04-18,31,Farah,3109,Gulestan,33,Kandahar,3301,Kandahar / Dand,11,1,2,3,6
05-04-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,121,20,,,
05-04-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,132,24,,,
05-04-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,44,8,,,
05-04-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,42,6,8,12,22
05-04-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,35,5,,,
05-04-18,29,Badghis,2906,Balamurghab,1,Kabul,101,Kabul,35,5,6,10,19
06-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,603,Surkhrod,21,3,3,3,15
06-04-18,6,Nangarhar,611,Sherzad,6,Nangarhar,601,Jalalabad,14,2,2,2,10
06-04-18,6,Nangarhar,614,Kot,6,Nangarhar,603,Surkhrod,28,4,4,4,20
06-04-18,13,Kunar,1310,Dangam,13,Kunar,1310,Dangam,434,62,87,89,258
06-04-18,13,Kunar,1310,Dangam,13,Kunar,1310,Dangam,1694,242,323,421,950
06-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,105,15,15,15,75
06-04-18,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,12,2,,,
07-04-18,32,Hilmand,3203,Nad-e-Ali / Marja,33,Kandahar,3301,Kandahar / Dand,10,1,2,2,6
07-04-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,602,Behsud,49,7,7,7,35
07-04-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,35,5,5,5,25
08-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,42,6,3,3,36
08-04-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,49,7,7,7,35
08-04-18,6,Nangarhar,614,Kot,6,Nangarhar,602,Behsud,7,1,1,1,5
09-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,602,Behsud,21,3,6,6,9
09-04-18,22,Daykundi,2205,Gizab / Patoo,22,Daykundi,2201,Nili,3,1,1,1,1
09-04-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,9,2,,,
10-04-18,4,Wardak,403,Nerkh,1,Kabul,101,Kabul,70,10,,,
10-04-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,150,25,,,
10-04-18,32,Hilmand,3201,Lashkargah,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
10-04-18,2,Kapisa,202,Nejrab,2,Kapisa,202,Nejrab,1246,178,,,
10-04-18,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,10,2,,,
10-04-18,27,Jawzjan,2705,Fayzabad,18,Balkh,1802,Nahr-e-Shahi,84,12,,,
10-04-18,2,Kapisa,202,Nejrab,2,Kapisa,201,Mahmud-e-Raqi,84,12,,,
10-04-18,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,40,8,,,
10-04-18,28,Faryab,2804,Shirintagab,18,Balkh,1802,Nahr-e-Shahi,182,26,,,
10-04-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,94,17,,,
10-04-18,28,Faryab,2810,Dawlatabad,18,Balkh,1802,Nahr-e-Shahi,147,21,,,
10-04-18,28,Faryab,2808,Garziwan,18,Balkh,1802,Nahr-e-Shahi,98,14,,,
10-04-18,28,Faryab,2803,Pashtunkot,18,Balkh,1802,Nahr-e-Shahi,63,9,,,
10-04-18,20,Sar-e-Pul,2002,Sayad,18,Balkh,1802,Nahr-e-Shahi,49,7,,,
10-04-18,18,Balkh,1812,Charbulak,18,Balkh,1802,Nahr-e-Shahi,308,44,,,
10-04-18,9,Baghlan,901,Pul-e-Khumri,18,Balkh,1802,Nahr-e-Shahi,42,6,,,
10-04-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,63,9,,,
10-04-18,27,Jawzjan,2708,Mardyan,18,Balkh,1802,Nahr-e-Shahi,63,9,,,
12-04-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,10,20,40
12-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,601,Jalalabad,21,3,3,3,15
12-04-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,348,58,,,
13-04-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,408,68,,,
15-04-18,28,Faryab,2804,Shirintagab,28,Faryab,2801,Maymana,56,8,,,
15-04-18,31,Farah,3106,Qala-e-Kah,34,Nimroz,3401,Zaranj,15,4,5,4,6
15-04-18,31,Farah,3103,Balabuluk,34,Nimroz,3401,Zaranj,65,10,15,20,30
15-04-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,420,70,,,
15-04-18,31,Farah,3101,Farah,34,Nimroz,3401,Zaranj,69,12,18,18,33
15-04-18,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,119,17,,,
15-04-18,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,10,2,,,
15-04-18,33,Kandahar,3315,Ghorak,33,Kandahar,3301,Kandahar / Dand,56,9,13,15,28
15-04-18,28,Faryab,2806,Qaysar,28,Faryab,2801,Maymana,154,22,,,
16-04-18,26,Khost,2613,Jajimaydan,26,Khost,2601,Khost (Matun),2100,300,280,300,1520
16-04-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,22,4,,,
17-04-18,33,Kandahar,3307,Khakrez,33,Kandahar,3301,Kandahar / Dand,8,1,1,2,5
17-04-18,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,8,1,,,
17-04-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,125,19,,,
18-04-18,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,15,3,,,
18-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,601,Jalalabad,70,10,10,10,50
18-04-18,23,Uruzgan,2301,Tirinkot,33,Kandahar,3301,Kandahar / Dand,13,2,4,3,6
18-04-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,132,22,,,
20-04-18,7,Laghman,704,Alingar,7,Laghman,703,Qarghayi,70,10,10,13,47
20-04-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,93,17,,,
20-04-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,49,7,10,13,26
20-04-18,31,Farah,3111,Anardara,31,Farah,3101,Farah,14,3,,,
20-04-18,20,Sar-e-Pul,2001,Sar-e-Pul,6,Nangarhar,601,Jalalabad,14,2,2,2,10
20-04-18,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,490,70,75,80,335
20-04-18,32,Hilmand,3203,Nad-e-Ali / Marja,34,Nimroz,3401,Zaranj,6,1,1,1,4
20-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,7,1,1,1,5
21-04-18,6,Nangarhar,610,Hesarak,6,Nangarhar,603,Surkhrod,28,4,4,4,20
21-04-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,42,6,6,6,30
21-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,175,25,25,25,125
21-04-18,6,Nangarhar,615,Batikot,6,Nangarhar,603,Surkhrod,35,5,5,5,25
22-04-18,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,189,27,,,
22-04-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,605,Chaparhar,49,7,7,7,35
22-04-18,17,Kunduz,1706,Khanabad,17,Kunduz,1701,Kunduz,637,91,,,
23-04-18,7,Laghman,704,Alingar,14,Nuristan,1405,Wama,21,4,4,5,12
23-04-18,33,Kandahar,3308,Maywand,33,Kandahar,3301,Kandahar / Dand,6,1,1,1,4
23-04-18,13,Kunar,1314,Nurgal,6,Nangarhar,601,Jalalabad,28,4,4,4,20
23-04-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,448,64,,,
24-04-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,28,4,4,4,20
24-04-18,2,Kapisa,206,Alasay,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,35,5,,,
24-04-18,4,Wardak,403,Nerkh,1,Kabul,101,Kabul,49,7,,,
24-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,602,Behsud,28,4,4,4,20
24-04-18,10,Bamyan,1007,Waras,10,Bamyan,1001,Bamyan,8,1,3,1,4
25-04-18,28,Faryab,2803,Pashtunkot,28,Faryab,2801,Maymana,1855,265,,,
25-04-18,28,Faryab,2802,Khwajasabzposh,28,Faryab,2801,Maymana,441,63,,,
25-04-18,28,Faryab,2804,Shirintagab,28,Faryab,2804,Shirintagab,1078,154,,,
25-04-18,21,Ghor,2101,Chaghcharan,34,Nimroz,3401,Zaranj,8,1,2,2,4
25-04-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,603,Surkhrod,14,2,2,2,10
25-04-18,28,Faryab,2809,Bilcheragh,28,Faryab,2801,Maymana,49,7,,,
25-04-18,28,Faryab,2803,Pashtunkot,28,Faryab,2803,Pashtunkot,5922,846,,,
25-04-18,28,Faryab,2804,Shirintagab,28,Faryab,2811,Andkhoy,210,30,,,
25-04-18,29,Badghis,2906,Balamurghab,34,Nimroz,3401,Zaranj,70,12,15,18,37
25-04-18,28,Faryab,2808,Garziwan,28,Faryab,2801,Maymana,189,27,,,
25-04-18,28,Faryab,2806,Qaysar,28,Faryab,2801,Maymana,49,7,,,
25-04-18,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,1176,168,,,
25-04-18,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,147,21,,,
25-04-18,2,Kapisa,205,Tagab,2,Kapisa,201,Mahmud-e-Raqi,105,15,,,
25-04-18,30,Hirat,3015,Shindand,34,Nimroz,3401,Zaranj,16,3,3,4,9
25-04-18,34,Nimroz,3405,Khashrod / Dularam,34,Nimroz,3401,Zaranj,26,4,6,7,13
25-04-18,28,Faryab,2807,Kohestan,28,Faryab,2801,Maymana,343,49,,,
25-04-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,364,52,,,
26-04-18,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,861,123,,,
26-04-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,21,3,5,8,8
26-04-18,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,2597,371,,,
26-04-18,12,Paktya,1207,Lija Ahmad Khel / Laja Mangel,1,Kabul,101,Kabul,14,2,2,2,10
26-04-18,6,Nangarhar,604,Khogyani,6,Nangarhar,604,Khogyani,35,5,5,5,25
27-04-18,6,Nangarhar,613,Dehbala,6,Nangarhar,601,Jalalabad,7,1,1,1,5
27-04-18,20,Sar-e-Pul,2001,Sar-e-Pul,20,Sar-e-Pul,2001,Sar-e-Pul,224,32,,,
27-04-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,11,2,,,
28-04-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1518,Keshem,1365,195,,,
28-04-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1509,Teshkan,3269,467,,,
28-04-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,33,6,,,
28-04-18,17,Kunduz,1703,Qala-e-Zal,17,Kunduz,1701,Kunduz,231,33,,,
28-04-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1510,Darayem,1232,176,,,
29-04-18,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,3647,521,,,
30-04-18,30,Hirat,3012,Obe,29,Badghis,2901,Qala-e-Naw,6,1,,,
30-04-18,14,Nuristan,1406,Waygal,14,Nuristan,1401,Poruns,93,17,17,17,59
30-04-18,14,Nuristan,1407,Kamdesh,14,Nuristan,1401,Poruns,109,16,16,16,77
30-04-18,14,Nuristan,1408,Barg-e-Matal,14,Nuristan,1401,Poruns,81,15,17,14,50
01-05-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,603,Surkhrod,21,3,3,3,15
01-05-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,,,
01-05-18,6,Nangarhar,617,Achin,6,Nangarhar,603,Surkhrod,21,3,3,3,15
01-05-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,14,2,2,2,10
01-05-18,7,Laghman,704,Alingar,7,Laghman,702,Alishang,3500,500,,,
01-05-18,26,Khost,2602,Sabari,26,Khost,2601,Khost (Matun),126,18,18,18,90
02-05-18,6,Nangarhar,610,Hesarak,6,Nangarhar,604,Khogyani,28,4,7,7,14
